Name,Age,Purpose,Depature,Destination,PeriodOfStay
설연준,17,tourism,kimpo,osaka,47
연시완,71,other,kimpo,tokyo,7
민태환,57,other,busan,osaka,87
천민주,24,tourism,kimpo,saporo,43
양다원,20,tourism,incheon,tokyo,89
박시준,7,other,incheon,fukuoka,35
태예슬,20,business,kimpo,tokyo,37
권민수,30,other,busan,fukuoka,13
강상민,70,tourism,kimpo,tokyo,82
함은솔,79,other,kimpo,fukuoka,58
한혜윤,27,tourism,kimpo,fukuoka,71
노채빈,77,tourism,jeju,tokyo,27
배지영,23,tourism,jeju,tokyo,11
갈여진,77,other,incheon,tokyo,52
피채원,34,other,incheon,tokyo,21
제태린,2,business,kimpo,saporo,24
구태희,13,other,busan,osaka,55
은나은,70,tourism,kimpo,osaka,13
연세린,66,tourism,kimpo,osaka,17
윤지오,70,business,busan,osaka,74
호은재,5,other,incheon,fukuoka,55
연윤서,74,business,jeju,tokyo,24
구은혁,70,tourism,kimpo,osaka,65
라수빈,76,business,busan,tokyo,3
민하윤,74,tourism,jeju,saporo,35
감이든,39,tourism,jeju,osaka,83
경태연,71,other,kimpo,tokyo,36
형지우,49,other,incheon,osaka,17
민태우,39,business,jeju,saporo,16
권유리,35,other,busan,osaka,53
추로아,46,other,incheon,saporo,66
동소영,26,tourism,kimpo,osaka,74
민유정,17,tourism,kimpo,osaka,25
어시훈,1,other,jeju,osaka,5
곽서아,75,tourism,jeju,saporo,7
서주하,9,other,busan,fukuoka,70
권수진,14,business,jeju,osaka,61
피건호,37,tourism,busan,osaka,24
염현석,42,tourism,busan,fukuoka,57
은현아,12,business,incheon,tokyo,47
시강우,56,tourism,kimpo,tokyo,52
오지오,1,tourism,jeju,tokyo,76
인지우,74,other,jeju,saporo,18
방효주,67,other,jeju,osaka,44
한태건,48,tourism,jeju,tokyo,8
마대현,69,other,jeju,tokyo,61
금규현,47,tourism,kimpo,saporo,73
용예성,26,tourism,incheon,saporo,1
단리안,12,business,incheon,saporo,19
성건우,19,other,jeju,tokyo,6
제은유,36,business,incheon,osaka,2
강민준,52,business,jeju,fukuoka,60
전윤아,39,business,busan,saporo,27
은승준,47,tourism,busan,saporo,56
성시후,59,business,busan,saporo,20
호지민,22,business,kimpo,saporo,28
명태우,44,business,kimpo,fukuoka,4
구아라,74,tourism,incheon,osaka,72
사선우,20,tourism,incheon,fukuoka,56
연정후,74,tourism,incheon,tokyo,44
이서현,52,tourism,jeju,fukuoka,74
이하엘,8,tourism,kimpo,saporo,83
장하리,75,tourism,kimpo,tokyo,32
형채연,41,other,jeju,saporo,82
추현준,43,business,jeju,osaka,63
금지안,60,tourism,incheon,fukuoka,64
나태준,9,tourism,kimpo,tokyo,77
승범준,53,business,kimpo,saporo,22
국서우,39,business,jeju,saporo,27
엄도은,36,tourism,jeju,osaka,83
최하민,39,tourism,jeju,osaka,24
백하율,71,tourism,jeju,fukuoka,17
견주한,34,tourism,busan,tokyo,53
연재인,77,other,incheon,osaka,72
옥도진,69,tourism,kimpo,saporo,56
석라윤,8,tourism,incheon,fukuoka,49
소규민,8,tourism,incheon,saporo,45
구윤,7,business,busan,tokyo,19
옥승우,2,tourism,incheon,saporo,87
류도연,22,tourism,kimpo,fukuoka,23
편도겸,71,other,busan,saporo,90
함강민,10,other,kimpo,fukuoka,79
손재하,30,tourism,incheon,saporo,27
온소희,25,other,kimpo,osaka,43
김이안,18,other,kimpo,fukuoka,50
이하은,41,other,busan,tokyo,20
차유주,37,tourism,jeju,fukuoka,35
사준호,72,other,incheon,fukuoka,58
고민성,76,tourism,busan,osaka,41
빈수진,22,business,incheon,osaka,67
단유진,79,other,kimpo,osaka,5
용예빈,61,other,kimpo,osaka,12
경정원,79,business,kimpo,osaka,30
봉이현,29,tourism,incheon,osaka,49
좌은우,8,business,incheon,fukuoka,85
하유하,19,other,incheon,tokyo,64
어세아,79,business,kimpo,fukuoka,25
국신우,39,tourism,incheon,osaka,24
주아영,70,business,incheon,osaka,25
정은유,51,business,jeju,saporo,25
승상윤,47,other,incheon,osaka,67
우재훈,52,other,busan,fukuoka,83
장주한,54,business,jeju,tokyo,35
맹보경,58,business,jeju,fukuoka,21
하해인,10,business,jeju,osaka,1
성민찬,49,tourism,jeju,tokyo,70
서태율,23,other,incheon,saporo,37
염지혁,58,tourism,jeju,saporo,59
엄서율,5,tourism,kimpo,tokyo,65
심은수,2,business,jeju,tokyo,64
송상윤,19,other,kimpo,tokyo,71
변하진,24,other,jeju,osaka,49
권산,24,other,incheon,saporo,22
라예린,14,business,kimpo,tokyo,1
석지오,30,other,jeju,saporo,39
시건후,72,tourism,kimpo,saporo,73
두예빈,38,other,jeju,fukuoka,70
현인우,46,business,jeju,tokyo,33
민태민,42,business,jeju,osaka,63
길은혁,60,other,kimpo,tokyo,44
승소영,49,tourism,incheon,osaka,65
이정후,52,business,incheon,osaka,1
노정연,15,tourism,kimpo,saporo,26
감세빈,10,business,incheon,tokyo,64
나지안,78,other,jeju,saporo,53
진세연,29,business,busan,fukuoka,48
국세린,13,business,incheon,saporo,68
기규민,18,other,kimpo,osaka,35
피주원,15,business,kimpo,fukuoka,20
마태인,26,business,busan,osaka,36
소태성,51,tourism,jeju,fukuoka,90
채서우,39,tourism,jeju,tokyo,63
인도원,27,tourism,busan,fukuoka,18
태재원,57,tourism,kimpo,tokyo,2
예세빈,37,business,busan,tokyo,18
한하율,4,other,busan,fukuoka,36
변지혜,48,other,busan,fukuoka,1
맹윤호,63,business,incheon,tokyo,74
범가은,72,business,kimpo,saporo,12
길연재,56,other,incheon,saporo,3
음유현,22,business,incheon,saporo,13
명아연,54,other,incheon,saporo,80
최태율,16,business,kimpo,tokyo,40
지희찬,31,business,busan,fukuoka,2
범수빈,52,business,jeju,tokyo,90
동도경,16,business,kimpo,tokyo,40
단하은,57,other,kimpo,osaka,41
봉하랑,15,tourism,kimpo,tokyo,18
기윤슬,1,other,kimpo,osaka,20
민아인,54,business,incheon,tokyo,29
복하영,32,tourism,kimpo,osaka,33
민보경,14,other,busan,tokyo,21
오주혁,46,other,busan,fukuoka,78
호선율,63,tourism,jeju,fukuoka,36
한유주,65,tourism,incheon,osaka,47
용윤주,5,tourism,busan,osaka,39
강예빈,28,other,jeju,osaka,71
심로이,9,business,kimpo,saporo,67
사현빈,51,other,incheon,osaka,28
강예인,22,tourism,kimpo,saporo,89
간하영,17,other,incheon,fukuoka,23
두윤지,12,other,busan,fukuoka,26
이은유,43,tourism,incheon,fukuoka,41
어예린,54,other,kimpo,osaka,12
공태희,49,tourism,kimpo,fukuoka,22
변도경,8,business,kimpo,osaka,29
여세아,45,tourism,kimpo,fukuoka,28
손소이,13,business,kimpo,saporo,78
여효은,25,business,kimpo,saporo,57
유예원,47,business,incheon,osaka,79
백이한,80,tourism,jeju,tokyo,53
김가빈,35,business,incheon,fukuoka,31
부혜진,10,other,kimpo,fukuoka,43
공예주,77,other,busan,osaka,33
육현서,63,tourism,kimpo,fukuoka,39
반건우,34,other,incheon,saporo,67
소유라,67,tourism,kimpo,osaka,68
홍은찬,18,tourism,incheon,fukuoka,20
편성진,43,other,busan,saporo,56
기재인,59,tourism,incheon,osaka,9
사수민,20,business,kimpo,osaka,48
엄민아,76,business,kimpo,osaka,77
강설아,16,business,busan,tokyo,85
천선호,2,other,kimpo,tokyo,88
하주은,14,tourism,jeju,osaka,55
위율,65,tourism,busan,saporo,30
전서준,71,business,jeju,tokyo,86
성예준,64,business,busan,fukuoka,90
차재하,41,tourism,kimpo,osaka,30
우윤하,68,business,kimpo,saporo,47
은지후,74,business,kimpo,saporo,56
조하온,76,other,busan,saporo,45
엄소윤,65,business,busan,tokyo,81
천아영,79,tourism,kimpo,osaka,88
유채린,55,business,busan,saporo,46
정태리,7,tourism,incheon,osaka,12
송이솔,62,business,jeju,saporo,15
용시환,60,other,incheon,fukuoka,60
권태이,24,tourism,jeju,osaka,66
호연우,79,business,incheon,saporo,68
사우주,25,tourism,jeju,fukuoka,70
한민재,13,other,kimpo,fukuoka,60
문수민,24,tourism,busan,tokyo,64
유가을,39,business,busan,tokyo,1
공소영,16,business,jeju,osaka,57
노지호,70,tourism,kimpo,saporo,87
전시준,38,other,incheon,fukuoka,35
기재호,71,business,busan,tokyo,78
두채윤,9,other,kimpo,saporo,66
오소연,26,other,incheon,saporo,71
길미소,62,tourism,incheon,tokyo,87
천건후,60,tourism,busan,tokyo,29
기태호,46,tourism,incheon,saporo,9
석채현,62,other,kimpo,saporo,4
음동규,69,other,jeju,osaka,59
공채은,51,other,incheon,fukuoka,65
손소정,4,other,jeju,saporo,13
방현서,3,tourism,busan,osaka,50
전서정,62,other,jeju,osaka,83
염다인,57,tourism,jeju,osaka,81
탁혜린,13,business,kimpo,osaka,17
편수지,12,business,busan,osaka,20
승재은,59,business,incheon,tokyo,41
함준수,18,tourism,incheon,tokyo,5
고수지,71,business,kimpo,osaka,32
진재은,58,business,jeju,osaka,23
염지호,46,business,incheon,saporo,50
이선호,48,business,kimpo,fukuoka,60
범나영,66,other,jeju,tokyo,7
송하나,76,tourism,incheon,fukuoka,74
인유빈,69,business,busan,saporo,64
윤현수,72,tourism,kimpo,osaka,35
진현성,58,tourism,incheon,osaka,45
나태양,61,business,jeju,tokyo,75
임이안,31,tourism,busan,saporo,86
예하늘,46,business,busan,fukuoka,39
최유림,71,other,kimpo,saporo,9
라준우,63,tourism,kimpo,fukuoka,74
차동훈,58,business,kimpo,fukuoka,76
심라희,1,tourism,jeju,tokyo,62
진서원,23,other,jeju,tokyo,70
인도겸,1,other,incheon,fukuoka,38
엄정민,72,tourism,jeju,osaka,28
편윤,13,tourism,incheon,osaka,71
도은혁,79,tourism,busan,tokyo,80
심은재,75,business,kimpo,tokyo,11
허정연,10,tourism,busan,tokyo,39
도보미,31,other,jeju,tokyo,63
공동훈,63,other,busan,fukuoka,61
경태율,28,other,incheon,saporo,2
부지온,74,business,jeju,saporo,27
범유민,56,tourism,busan,tokyo,88
원서후,8,business,busan,tokyo,55
우규민,37,business,incheon,saporo,33
금태환,35,tourism,jeju,osaka,1
이재인,73,tourism,busan,osaka,26
강진호,77,business,busan,fukuoka,29
방지환,37,tourism,jeju,fukuoka,74
용재하,77,other,busan,fukuoka,67
유슬아,12,business,kimpo,fukuoka,83
주동훈,79,tourism,jeju,osaka,83
길유찬,25,other,busan,osaka,6
장진호,25,business,jeju,tokyo,51
성로아,17,tourism,incheon,osaka,23
방지오,30,business,busan,tokyo,22
구아린,62,other,kimpo,tokyo,6
백유주,22,other,incheon,fukuoka,38
홍건우,67,business,kimpo,osaka,39
방선호,64,business,incheon,tokyo,86
감정훈,36,other,kimpo,fukuoka,44
허재이,58,business,busan,saporo,33
추지혜,73,tourism,jeju,tokyo,41
설지후,70,business,jeju,tokyo,64
팽지운,4,business,kimpo,tokyo,18
제현서,4,other,busan,tokyo,39
호지우,54,tourism,kimpo,saporo,84
국승연,36,business,busan,tokyo,23
배유하,70,tourism,incheon,fukuoka,51
변지온,38,other,jeju,osaka,59
온시우,13,other,busan,osaka,3
천소담,5,other,kimpo,fukuoka,79
오원준,12,business,busan,fukuoka,14
육은서,46,other,kimpo,saporo,30
허채연,65,business,jeju,osaka,57
현지호,67,tourism,jeju,osaka,4
명주원,44,tourism,incheon,tokyo,10
태재희,61,other,jeju,tokyo,46
경주희,27,other,busan,osaka,83
당서율,6,business,incheon,osaka,45
인재이,61,tourism,busan,fukuoka,67
현나현,66,business,busan,osaka,84
곽시현,62,other,incheon,saporo,22
여연우,1,tourism,kimpo,fukuoka,26
용나현,70,business,jeju,osaka,22
한혜윤,38,tourism,jeju,fukuoka,26
차나영,32,tourism,busan,fukuoka,55
여가빈,26,tourism,incheon,osaka,69
옥이서,32,tourism,busan,fukuoka,71
태서정,44,tourism,incheon,fukuoka,17
조성훈,70,business,jeju,osaka,24
서도경,23,business,incheon,saporo,7
염윤서,32,business,kimpo,osaka,27
공도훈,74,other,incheon,osaka,1
지선우,28,tourism,kimpo,saporo,80
유이나,71,business,busan,fukuoka,27
남동건,20,other,jeju,tokyo,81
강다경,44,business,incheon,osaka,36
배성진,66,business,busan,tokyo,55
피영민,75,business,busan,tokyo,42
이건희,52,tourism,busan,saporo,32
한연우,71,other,jeju,osaka,4
양윤채,25,business,busan,fukuoka,61
문서린,65,other,jeju,saporo,90
용이준,15,other,kimpo,tokyo,27
조재이,7,tourism,busan,osaka,61
심나은,64,other,incheon,saporo,82
허주하,18,business,kimpo,saporo,71
탁수정,3,other,jeju,saporo,22
복성윤,12,business,busan,tokyo,41
부현아,8,other,kimpo,tokyo,46
시지호,48,tourism,incheon,fukuoka,83
송태민,54,tourism,jeju,fukuoka,19
편하진,24,tourism,kimpo,tokyo,8
손성준,70,other,kimpo,osaka,18
서정원,75,tourism,incheon,tokyo,44
엄가인,5,other,incheon,fukuoka,13
두현서,7,business,incheon,saporo,71
엄태리,47,tourism,kimpo,osaka,6
전서원,71,business,incheon,fukuoka,36
육지훈,52,other,kimpo,saporo,8
박가빈,65,tourism,incheon,tokyo,9
견가윤,63,other,kimpo,saporo,53
현수민,56,tourism,busan,fukuoka,7
빈소미,75,tourism,jeju,fukuoka,84
백연서,43,other,incheon,saporo,50
원이현,54,other,jeju,saporo,38
좌희원,14,business,jeju,tokyo,88
김규리,15,business,kimpo,fukuoka,20
노수진,14,business,busan,tokyo,22
권이나,78,other,incheon,tokyo,35
석소율,32,tourism,jeju,saporo,42
곽준,40,other,kimpo,tokyo,30
허진호,57,tourism,jeju,fukuoka,29
승아라,60,business,jeju,osaka,71
이유리,69,business,busan,osaka,89
송유진,68,other,jeju,fukuoka,29
탁진우,29,tourism,busan,fukuoka,45
나혜인,28,other,incheon,tokyo,50
성현빈,42,other,busan,fukuoka,32
표동훈,2,other,jeju,osaka,62
동이한,72,business,incheon,saporo,53
옥도경,0,tourism,busan,saporo,55
심아진,74,other,kimpo,fukuoka,57
위미소,29,business,incheon,tokyo,78
양정민,49,business,busan,tokyo,64
엄주안,42,tourism,busan,fukuoka,37
도지영,61,other,busan,saporo,73
조순기,43,business,incheon,osaka,39
공용준,42,other,kimpo,osaka,53
탁지은,32,tourism,kimpo,tokyo,21
나시현,16,business,busan,osaka,28
백준희,23,tourism,jeju,osaka,78
구혜원,66,tourism,incheon,fukuoka,89
선정민,50,tourism,busan,osaka,18
원예슬,38,tourism,incheon,saporo,20
빈지호,6,other,busan,saporo,65
라유나,80,business,jeju,fukuoka,41
편윤주,5,business,busan,tokyo,3
상효준,63,other,busan,fukuoka,53
반지호,36,other,kimpo,osaka,68
임채율,40,business,incheon,fukuoka,82
기다원,1,business,kimpo,tokyo,85
엄민경,35,tourism,jeju,fukuoka,43
오이현,73,tourism,jeju,tokyo,29
복진호,9,tourism,busan,osaka,23
송은성,65,other,jeju,osaka,28
고강우,34,other,busan,tokyo,81
갈찬우,65,business,kimpo,tokyo,19
배성민,59,business,incheon,osaka,24
구가온,49,business,busan,osaka,67
이도연,34,other,kimpo,saporo,44
시유나,17,tourism,kimpo,saporo,82
국강민,50,tourism,incheon,tokyo,81
이유안,16,business,kimpo,saporo,70
원지민,53,business,incheon,tokyo,57
진종현,6,other,jeju,tokyo,63
채재하,26,business,incheon,fukuoka,12
왕준원,70,business,jeju,tokyo,43
강이서,64,other,incheon,osaka,58
김성원,56,business,jeju,osaka,49
사아윤,57,other,incheon,tokyo,48
함준형,72,tourism,jeju,fukuoka,52
맹라온,61,business,jeju,osaka,82
은윤찬,73,tourism,jeju,saporo,57
하성원,26,business,incheon,fukuoka,24
상하온,28,other,kimpo,saporo,12
육한나,80,business,kimpo,saporo,10
채채민,36,other,kimpo,osaka,80
김준수,77,other,incheon,fukuoka,77
소유안,75,other,kimpo,osaka,80
갈민규,69,business,busan,fukuoka,28
문윤진,38,tourism,incheon,tokyo,73
원주연,16,other,busan,tokyo,46
반태은,23,other,jeju,fukuoka,25
견서율,36,tourism,busan,tokyo,58
임은성,39,tourism,jeju,saporo,3
염채이,66,tourism,kimpo,saporo,15
왕지혁,38,business,kimpo,saporo,1
소유하,41,other,kimpo,tokyo,40
인재영,52,tourism,jeju,saporo,38
백혜윤,77,other,kimpo,osaka,72
옥민우,44,tourism,busan,saporo,87
감민규,19,business,kimpo,tokyo,90
우여진,9,other,jeju,fukuoka,49
염은찬,3,business,incheon,osaka,14
금은비,27,other,busan,tokyo,21
마효원,78,business,kimpo,osaka,46
옥지현,53,tourism,kimpo,osaka,56
감다원,20,business,kimpo,saporo,13
황윤,5,tourism,incheon,osaka,89
조승현,36,other,busan,fukuoka,48
심민건,74,other,incheon,osaka,26
빈재현,73,other,incheon,fukuoka,63
설가온,14,business,busan,fukuoka,32
강지후,61,business,kimpo,fukuoka,65
조서아,48,tourism,kimpo,fukuoka,87
송재율,44,other,kimpo,osaka,86
왕승준,27,tourism,incheon,fukuoka,13
봉연준,62,tourism,kimpo,osaka,26
문동혁,18,tourism,kimpo,tokyo,22
방유진,74,other,kimpo,tokyo,32
온현호,73,business,busan,saporo,39
윤윤건,39,other,kimpo,fukuoka,3
제재이,65,business,busan,tokyo,3
옥연우,24,tourism,busan,tokyo,55
반주안,27,tourism,jeju,fukuoka,3
지주연,61,other,incheon,saporo,77
좌인우,30,business,busan,saporo,15
탁아준,38,business,incheon,fukuoka,49
신준현,20,tourism,kimpo,saporo,7
은효주,51,tourism,busan,saporo,12
복설아,54,tourism,kimpo,osaka,3
권동윤,42,other,incheon,fukuoka,84
방정빈,43,other,incheon,osaka,4
진진우,61,other,kimpo,saporo,41
변연주,5,tourism,jeju,saporo,37
원호준,23,other,busan,saporo,87
빈재영,6,tourism,incheon,fukuoka,16
탁아린,21,tourism,incheon,tokyo,27
채서준,9,tourism,kimpo,fukuoka,63
우채민,18,business,busan,fukuoka,81
한혜린,68,tourism,kimpo,fukuoka,67
갈사랑,63,business,busan,fukuoka,21
현승민,79,other,kimpo,fukuoka,12
예재희,0,business,kimpo,saporo,33
윤혜빈,80,tourism,kimpo,saporo,77
표로이,18,other,kimpo,osaka,39
마율,26,tourism,busan,saporo,43
안준서,14,business,incheon,tokyo,18
윤시후,12,other,busan,osaka,42
시찬희,31,other,incheon,osaka,46
권단아,24,other,jeju,fukuoka,1
조규빈,44,tourism,busan,fukuoka,46
사로이,36,other,busan,osaka,2
동서원,6,other,busan,tokyo,17
피하린,24,tourism,busan,fukuoka,55
도혜린,23,other,kimpo,fukuoka,16
견정현,75,business,kimpo,fukuoka,69
노채민,12,other,incheon,osaka,3
노은수,80,other,incheon,osaka,64
탁태환,2,business,kimpo,fukuoka,70
감하윤,41,tourism,incheon,osaka,87
옥시아,24,business,busan,saporo,63
경재우,30,business,jeju,fukuoka,57
홍민수,49,business,jeju,osaka,56
라현진,57,tourism,busan,tokyo,55
피주하,66,business,incheon,tokyo,6
제동건,52,business,incheon,osaka,41
장예인,77,tourism,jeju,tokyo,62
신재하,77,tourism,incheon,saporo,29
당지후,3,business,jeju,osaka,32
함원준,74,business,incheon,saporo,32
팽나린,21,tourism,jeju,osaka,18
사소이,54,tourism,kimpo,saporo,22
함동우,49,business,busan,osaka,30
안승훈,34,business,incheon,fukuoka,29
최유진,72,business,jeju,fukuoka,25
설다윤,18,tourism,incheon,fukuoka,79
연로아,16,tourism,kimpo,tokyo,64
우주희,13,business,incheon,tokyo,51
하준수,41,other,incheon,saporo,66
금단아,55,business,kimpo,fukuoka,72
채혜진,56,tourism,incheon,osaka,23
기성윤,44,other,jeju,tokyo,87
예은성,59,tourism,busan,fukuoka,77
부주하,6,business,incheon,saporo,10
황율,63,tourism,busan,saporo,33
추이든,67,business,incheon,osaka,1
복단비,34,business,busan,saporo,42
예태린,12,tourism,busan,saporo,17
육이현,55,tourism,busan,fukuoka,62
명승훈,22,tourism,busan,fukuoka,58
동지후,7,tourism,kimpo,osaka,10
길한율,40,other,jeju,tokyo,9
표수민,20,tourism,busan,fukuoka,62
기주현,38,business,kimpo,saporo,58
추동우,14,tourism,jeju,saporo,13
석연지,74,business,incheon,osaka,28
은유현,65,business,busan,fukuoka,25
윤하윤,18,other,busan,osaka,37
함다빈,80,business,jeju,saporo,78
전하민,48,business,busan,osaka,87
권연주,15,other,kimpo,saporo,9
송태린,77,other,busan,tokyo,84
양다경,78,business,jeju,tokyo,62
시상우,54,other,busan,tokyo,57
동다연,46,business,busan,tokyo,54
편세인,46,tourism,jeju,fukuoka,31
모태우,79,tourism,busan,osaka,71
복채영,23,tourism,busan,saporo,31
하민성,26,tourism,jeju,fukuoka,6
한효린,26,tourism,jeju,saporo,82
설보미,70,tourism,busan,osaka,52
명예은,16,tourism,busan,saporo,54
제재준,28,tourism,jeju,tokyo,6
온시우,7,business,kimpo,tokyo,5
강도영,24,business,incheon,fukuoka,63
